mti,processingCode,transactionAmount,dateTimeTransaction,cardholderBillingConversionRate,stan,timeLocalTransaction,dateLocalTransaction,expiryDate,conversionDate,merchantCategoryCode,posEntryMode,acquiringInstitutionCode,forwardingInstitutionCode,rrn,cardAcceptorTerminalId,cardAcceptorId,cardAcceptorNameLocation,cardBalance,additionalData48,transactionCurrencyCode,cardholderBillingCurrencyCode,posDataCode,originalDataElement,channel,encryptedPan,network,dcc,kitNo,factorOfAuthorization,authenticationScore,contactless,international,preValidated,enhancedLimitWhiteListing,transactionOrigin,transactionType,isExternalAuth,encryptedHexCardNo,isTokenized,entityId,moneySendTxn,mcRefundTxn,mpqrtxn,authorisationStatus,latitude,longitude
,,9.53,1357845761,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292743669224718067,,,,,,,38.2674,-76.4954
,,31.97,1332311007,,,,,,,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,4220345354880,,,,,,,42.8223,-83.2829
,,21.58,1348871143,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,3540075240003197,,,,,,,44.4477,-93.4252
,,42.94,1337107925,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,4170689372027579,,,,,,,35.6665,-97.4798
,,35.61,1358121669,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502088871723054,,,,,,,39.0298,-77.0793
,,40.37,1352942701,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,4698163635895795,,,,,,,40.3406,-120.2824
,,9.15,1353340231,,,,,,,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,36721445180895,,,,,,,42.4999,-74.6117
,,7.77,1365743125,,,,,,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488258847705225890,,,,,,,33.9568,-81.1405
,,6.9,1368280972,,,,,,,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005676619255478,,,,,,,30.459,-90.9027
,,66.25,1347671031,,,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,213156747557083,,,,,,,34.1556,-118.2322
,,4.43,1338410238,,,,,,,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,38947654498698,,,,,,,39.3543,-82.50299999999999
,,66.27,1326028760,,,,,,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264937662466770,,,,,,,29.3641,-98.4924
,,93.17,1352094705,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,180017442990269,,,,,,,42.6853,-73.8253
,,6.51,1370112423,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,2242542703101233,,,,,,,38.4921,-85.4524
,,7.18,1356129254,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,342351256941125,,,,,,,33.1194,-83.8235
,,433.24,1362949653,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011149206456997,,,,,,,39.2667,-77.5101
,,7.05,1342028687,,,,,,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,346273234529002,,,,,,,37.7418,-80.4626
,,44.35,1352534478,,,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,4981132848794,,,,,,,40.0113,-80.9701
,,39.63,1354783457,,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,374930071163758,,,,,,,42.2203,-83.3583
,,9.49,1354829586,,,,,,,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,4005676619255478,,,,,,,30.459,-90.9027
,,10.0,1350863346,,,,,,,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598014571045296,,,,,,,35.558,-77.2566
,,4.83,1345583575,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,213180742685905,,,,,,,40.507,-123.9743
,,25.99,1338038055,,,,,,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,6544734391390261,,,,,,,41.55,-87.4569
,,3.36,1364733534,,,,,,,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265776278887457,,,,,,,35.2087,-92.2123
,,15.95,1351861041,,,,,,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,571365235126,,,,,,,44.5995,-86.2141
,,5.39,1367191157,,,,,,,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,3586008444788268,,,,,,,47.4974,-122.0107
,,46.4,1337809681,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,561942763351,,,,,,,38.9087,-77.0414
,,199.27,1349219019,,,,,,,454,,,,,,,,,,,,,,,,,,,,,,,,,,,,4587657402165341815,,,,,,,41.0646,-87.5917
,,21.01,1348230495,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,30344654314976,,,,,,,39.8127,-120.6405
,,64.51,1341364593,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147608975828480,,,,,,,44.1111,-94.9134
,,3.36,1338890023,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,375767678113375,,,,,,,38.6476,-78.7717
,,60.71,1361423062,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,4986925034905735,,,,,,,37.6858,-83.9862
,,7.38,1356141523,,,,,,,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592325941359225,,,,,,,37.2876,-77.295
,,2.4,1368993674,,,,,,,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,4536996888716062123,,,,,,,35.9866,-106.0654
,,25.25,1352668043,,,,,,,525,,,,,,,,,,,,,,,,,,,,,,,,,,,,3566373869538620,,,,,,,35.4311,-105.9409
,,113.7,1339324774,,,,,,,543,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523843138706408,,,,,,,32.6176,-86.9475
,,21.32,1370698715,,,,,,,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797297220948468262,,,,,,,38.8938,-86.5246
,,59.57,1345280212,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908846471916297,,,,,,,32.2779,-97.2351
,,68.15,1352379333,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,346273234529002,,,,,,,37.7418,-80.4626
,,6.92,1338558917,,,,,,,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,375248307838179,,,,,,,38.8564,-80.158
,,13.03,1356673003,,,,,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,4586810168620942,,,,,,,32.5486,-80.307
,,94.06,1368720408,,,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,4306586894261180,,,,,,,40.1186,-87.2602
,,72.33,1356513889,,,,,,,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534330126107879,,,,,,,45.2857,-108.9082
,,5.37,1365625160,,,,,,,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,571365235126,,,,,,,44.5995,-86.2141
,,51.99,1360003157,,,,,,,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,639030014711,,,,,,,37.1935,-89.0933
,,84.9,1341722654,,,,,,,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,4745996322265,,,,,,,41.4802,-86.6919
,,29.95,1371214085,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,344709867813900,,,,,,,27.4703,-81.4872
,,7.24,1341257838,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,376445266762684,,,,,,,41.1558,-101.136
,,79.43,1328367400,,,,,,,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,5596347693144598,,,,,,,29.9912,-90.2479
,,176.31,1351038861,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,4727244663135968,,,,,,,30.8635,-87.7644
,,8.94,1369557636,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,180064817343047,,,,,,,37.9048,-86.524
,,9.01,1336195071,,,,,,,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,2657850734909997,,,,,,,42.3749,-83.1087
,,6.41,1344466762,,,,,,,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,30118423745458,,,,,,,40.4109,-74.238
,,20.89,1369513753,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,3598634130286287,,,,,,,41.2064,-95.9953
,,74.73,1356204058,,,,,,,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,180049032966888,,,,,,,46.4959,-90.4383
,,16.49,1342033533,,,,,,,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,343472729187663,,,,,,,43.6849,-71.2551
,,6.73,1341155499,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518669219150142,,,,,,,39.1657,-84.23299999999999
,,47.67,1329889008,,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,3559723917628303,,,,,,,42.4048,-88.3054
,,137.91,1342576759,,,,,,,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,676314217768,,,,,,,38.9829,-93.9757
,,2.25,1347850705,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,4661996144291811856,,,,,,,40.8555,-79.7372
,,4.07,1350144970,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,676314217768,,,,,,,38.9829,-93.9757
,,57.88,1345386217,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,30270432095985,,,,,,,40.6761,-91.0391
,,7.56,1365431575,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474324669797121,,,,,,,37.7773,-119.0825
,,33.84,1352596795,,,,,,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,4344955088481397,,,,,,,40.8555,-79.7372
,,73.38,1367656149,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,3545109339866548,,,,,,,33.4783,-90.5142
,,45.57,1334361386,,,,,,,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,5540636818935089,,,,,,,42.6911,-71.1605
,,72.39,1346327330,,,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533800906065217,,,,,,,40.2967,-98.737
,,2.15,1327260082,,,,,,,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,4687263141103,,,,,,,43.5336,-95.6515
,,91.9,1350986847,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577596616955856,,,,,,,36.2245,-79.8901
,,21.62,1371141498,,,,,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,30270432095985,,,,,,,40.6761,-91.0391
,,81.05,1351971664,,,,,,,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,4440581794652,,,,,,,33.0067,-117.069
,,73.68,1370780653,,,,,,,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011652924285713,,,,,,,38.2911,-92.7059
,,4.04,1338256893,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,344342339068828,,,,,,,31.3826,-81.4312
,,258.45,1333323776,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011148190095209,,,,,,,37.6787,-122.478
,,6.62,1353510427,,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,4383521454815,,,,,,,39.9347,-86.1633
,,1.6,1354729202,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,6569097840281287,,,,,,,39.6662,-104.835
,,49.83,1364497270,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,346273234529002,,,,,,,37.7418,-80.4626
,,1.48,1360337755,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,213156747557083,,,,,,,34.1556,-118.2322
,,29.75,1363182030,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552581383553463,,,,,,,35.1959,-83.8228
,,66.22,1364537295,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,370612217861404,,,,,,,40.1159,-74.8536
,,62.38,1353059003,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,4070511711385545,,,,,,,28.9814,-98.0156
,,83.59,1354539559,,,,,,,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011109736646996,,,,,,,34.2651,-77.867
,,84.85,1326586833,,,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900628639996,,,,,,,33.9056,-118.0818
,,75.54,1351222755,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,4277232699798846,,,,,,,46.1664,-103.7079
,,47.41,1333578422,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,3547574373318979,,,,,,,39.0319,-88.4074
,,41.95,1339009705,,,,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,4890424426862856940,,,,,,,38.5662,-121.3286
,,60.22,1341642517,,,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,3518669219150142,,,,,,,39.1657,-84.23299999999999
,,62.62,1353361820,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,341542810616333,,,,,,,39.2048,-94.0259
,,35.47,1354293147,,,,,,,579,,,,,,,,,,,,,,,,,,,,,,,,,,,,4277232699798846,,,,,,,46.1664,-103.7079
,,201.44,1369562683,,,,,,,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,370612217861404,,,,,,,40.1159,-74.8536
,,72.99,1334161418,,,,,,,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,4344955088481397,,,,,,,40.8555,-79.7372
,,21.97,1354483576,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501624614310,,,,,,,32.6786,-81.2455
,,180.41,1370178397,,,,,,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,4334230547694630,,,,,,,43.0172,-111.0292
,,71.44,1355573273,,,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,213178850083780,,,,,,,45.8289,-118.4971
,,72.65,1328319469,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,3533742182628021,,,,,,,32.8357,-79.8217
,,35.89,1364775292,,,,,,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,30026790933302,,,,,,,32.9013,-91.0286
,,2.79,1338154855,,,,,,,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501509250702469,,,,,,,26.1184,-81.7361
,,3.42,1364237362,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,4681699462969,,,,,,,35.8596,-86.421
,,32.16,1345041684,,,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011652924285713,,,,,,,38.2911,-92.7059
,,420.55,1359818012,,,,,,,423,,,,,,,,,,,,,,,,,,,,,,,,,,,,4344955088481397,,,,,,,40.8555,-79.7372
,,68.95,1350037671,,,,,,,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,377264520876399,,,,,,,34.3424,-80.5
,,494.08,1344355073,,,,,,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,4342532437704183,,,,,,,42.2281,-76.1625
,,41.31,1330780493,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,371985236239474,,,,,,,42.9576,-75.4838
,,61.33,1334303391,,,,,,,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,213173753804333,,,,,,,41.2244,-86.6966
,,2.99,1369418158,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,375974680629816,,,,,,,41.6611,-73.0449
,,10.07,1369419582,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,4874017206859125,,,,,,,45.4093,-122.6847
,,5.89,1353185137,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,180048185037117,,,,,,,40.6152,-74.415
,,48.49,1345873338,,,,,,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,6538441737335434,,,,,,,41.3851,-80.1752
,,65.01,1335947623,,,,,,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410056176712193,,,,,,,44.5592,-87.8235
,,79.17,1338585237,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534330126107879,,,,,,,45.2857,-108.9082
,,206.3,1349288502,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,213141712584544,,,,,,,32.153,-90.1217
,,52.15,1345873620,,,,,,,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550599031376731,,,,,,,40.7559,-82.5123
,,10.6,1362594801,,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,213112402583773,,,,,,,34.0326,-82.2027
,,22.94,1364854465,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,346273234529002,,,,,,,37.7418,-80.4626
,,4.52,1353942353,,,,,,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,343464013864032,,,,,,,35.8072,-78.0892
,,62.05,1328947617,,,,,,,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,347612609554823,,,,,,,44.8393,-69.2675
,,124.66,1356704423,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561963695236764,,,,,,,41.06399999999999,-72.3366
,,89.31,1328640287,,,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,4613314721966,,,,,,,35.9946,-81.7266
,,30.71,1355088358,,,,,,,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,30143713661454,,,,,,,48.6669,-96.5969
,,41.54,1340378039,,,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,3590736522064285,,,,,,,34.5091,-92.4828
,,31.36,1353693586,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,377026671291680,,,,,,,37.3272,-91.0243
,,30.59,1364586069,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,370612217861404,,,,,,,40.1159,-74.8536
,,4.23,1328836253,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,5410056176712193,,,,,,,44.5592,-87.8235
,,6.2,1326526445,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,378278619832195,,,,,,,44.0385,-123.0614
,,60.12,1330324863,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,30442439074871,,,,,,,41.5744,-75.5881
,,43.54,1355178818,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149238353975790,,,,,,,40.1008,-80.0652
,,89.56,1354031809,,,,,,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079773899158,,,,,,,44.6255,-116.4493
,,8.12,1338755035,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011693194885790,,,,,,,45.6675,-93.2433
,,6.36,1350770267,,,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521417320836166,,,,,,,39.849,-86.272
,,176.54,1368326823,,,,,,,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519607465576254,,,,,,,40.7268,-124.2174
,,2.55,1365314715,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599735407877245080,,,,,,,36.3846,-89.4649
,,5.97,1346107405,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,4587577161160601,,,,,,,44.0943,-69.4828
,,8.89,1369999667,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,3593399694467427,,,,,,,43.2363,-78.3138
,,15.35,1344782712,,,,,,,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,4383521454815,,,,,,,39.9347,-86.1633
,,1566.35,1366522025,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,4990494243023,,,,,,,39.6967,-78.8031
,,66.04,1331458526,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596357274378601,,,,,,,41.0001,-78.2357
,,47.8,1369608359,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550554389581384,,,,,,,29.8575,-82.1483
,,85.17,1360487896,,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,180084576295055,,,,,,,28.7724,-96.4793
,,7.81,1370027566,,,,,,,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,3560725013359375,,,,,,,31.8599,-102.7413
,,84.22,1369104794,,,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,3529597810116815,,,,,,,40.4679,-77.8967
,,25.47,1363957394,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556613125071656,,,,,,,29.0393,-95.4401
,,2.65,1349034802,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573030041201292,,,,,,,40.3207,-110.436
,,7.95,1334442548,,,,,,,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,4512828414983801773,,,,,,,39.8936,-79.7856
,,104.67,1365680936,,,,,,,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,4451952084362894,,,,,,,34.5444,-102.1069
,,36.39,1355097211,,,,,,,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800395067176717,,,,,,,41.6964,-96.9858
,,9.18,1336773406,,,,,,,419,,,,,,,,,,,,,,,,,,,,,,,,,,,,6595970453799027,,,,,,,40.6774,-74.4968
,,59.21,1355131953,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269768987945882,,,,,,,42.6835,-77.8664
,,2.22,1347210422,,,,,,,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,4988304376504,,,,,,,41.4575,-74.1659
,,216.58,1339041073,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,180067784565096,,,,,,,42.9385,-88.395
,,1.33,1366148303,,,,,,,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,376262134119629,,,,,,,27.9611,-81.9398
,,273.17,1371389862,,,,,,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,4358137750029944984,,,,,,,42.7012,-92.0762
,,71.11,1365426477,,,,,,,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,342035762534413,,,,,,,37.7184,-77.186
,,140.22,1364065775,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,4605902936394,,,,,,,32.876999999999995,-96.708
,,122.35,1343743446,,,,,,,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,4908846471916297,,,,,,,32.2779,-97.2351
,,30.77,1356423526,,,,,,,635,,,,,,,,,,,,,,,,,,,,,,,,,,,,4364010865167176,,,,,,,39.5483,-119.7957
,,1.37,1347599056,,,,,,,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,3577663406369449,,,,,,,35.6069,-90.3359
,,1.47,1360192011,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,180094608895855,,,,,,,43.7575,-122.481
,,133.57,1348789983,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596217206093829,,,,,,,40.8626,-91.9534
,,42.7,1361490944,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,676369110710,,,,,,,42.4969,-83.2911
,,21.06,1346965125,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561212938177173,,,,,,,32.8224,-85.7704
,,64.52,1370475224,,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110266553600176127,,,,,,,33.5567,-90.5451
,,8.44,1332096539,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,213156747557083,,,,,,,34.1556,-118.2322
,,83.76,1339248448,,,,,,,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,4099707841315751,,,,,,,38.2586,-78.4074
,,188.82,1331443738,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,3551217896304745,,,,,,,44.232,-74.4905
,,5.1,1365021300,,,,,,,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,6011693194885790,,,,,,,45.6675,-93.2433
,,39.6,1346300004,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,30235268718158,,,,,,,41.0592,-73.7395
,,142.92,1326650080,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4740713119940984,,,,,,,41.1901,-74.0436
,,79.95,1339504661,,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,4745996322265,,,,,,,41.4802,-86.6919
,,140.0,1336533990,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,4961003488432306,,,,,,,40.6284,-76.195
,,239.13,1362689069,,,,,,,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,4383521454815,,,,,,,39.9347,-86.1633
,,10.63,1340297221,,,,,,,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,2269768987945882,,,,,,,42.6835,-77.8664
,,53.93,1356610413,,,,,,,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,180069253480336,,,,,,,41.5177,-78.2536
,,117.59,1356524711,,,,,,,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,2260801330657968,,,,,,,42.3066,-71.9202
,,76.86,1330578733,,,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,30266994494236,,,,,,,37.1349,-77.7364
,,4.47,1339084298,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,4292743669224718067,,,,,,,38.2674,-76.4954
,,7.77,1341927638,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511378610369890,,,,,,,34.7789,-86.5438
,,210.3,1341884587,,,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,213102873001603,,,,,,,43.7857,-124.1437
,,109.05,1362798773,,,,,,,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,30150717898388,,,,,,,34.7031,-86.3068
,,1.9,1336178323,,,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,6515067575568369,,,,,,,36.6403,-81.7776
,,1.53,1365555948,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,4997733566924489,,,,,,,44.9913,-92.9487
,,6.59,1339854982,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573030041201292,,,,,,,40.3207,-110.436
,,50.92,1344925283,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,347073228412010,,,,,,,44.6873,-104.4414
,,16.72,1361734504,,,,,,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,30103132002433,,,,,,,41.0001,-78.2357
,,157.7,1357760003,,,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797297220948468262,,,,,,,38.8938,-86.5246
,,125.76,1350881755,,,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,376028110684021,,,,,,,39.7795,-93.3014
,,105.55,1334598352,,,,,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,30273037698427,,,,,,,35.5762,-91.4539
,,5.27,1348251644,,,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,4939976756738216,,,,,,,26.4215,-99.0025
,,11.49,1370525826,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,3596217206093829,,,,,,,40.8626,-91.9534
,,114.43,1367766696,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,30442439074871,,,,,,,41.5744,-75.5881
,,74.92,1361462477,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,4599285557366057,,,,,,,38.0261,-97.6666
,,8.13,1359508785,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,345832460465610,,,,,,,38.8029,-77.2116
,,72.47,1332070628,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,180042946491150,,,,,,,27.7898,-82.7243
,,7.17,1363935920,,,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,3547560454237873,,,,,,,44.5232,-86.2061
,,5.48,1355919620,,,,,,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,4906628655840914250,,,,,,,24.6557,-81.3824
,,68.92,1364577487,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,567868110212,,,,,,,29.7736,-95.4034
,,5.18,1355424703,,,,,,,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583793405872580,,,,,,,34.847,-98.9836
